"","feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"49","s__Ruminococcus_bromii","Status","TS",-420.978264174097,269.705552579485,0.12348350855861,"StatusTS",0.794226998549037,66,62
"50","s__Ruminococcus_callidus","Status","TS",-7.5135185459246,3.77504914701554,0.0508315545509243,"StatusTS",0.794226998549037,66,17
"51","s__Ruminococcus_lactaris","Status","TS",152.484478139515,166.047624538958,0.361900531985063,"StatusTS",0.794226998549037,66,41
"52","s__Coprobacillus_cateniformis","Status","TS",-58.1149676066387,44.4589424489556,0.195835255231676,"StatusTS",0.794226998549037,66,10
"53","s__Clostridium_spiroforme","Status","TS",5.97874316564424,5.88013723070682,0.313091613986919,"StatusTS",0.794226998549037,66,28
"54","s__Holdemania_filiformis","Status","TS",7.08637295219683,4.99367955624692,0.160731121576953,"StatusTS",0.794226998549037,66,19
"55","s__Firmicutes_bacterium_CAG_83","Status","TS",-19.7395374529625,22.0137097142889,0.373243436355078,"StatusTS",0.794226998549037,66,49
"56","s__Bilophila_wadsworthia","Status","TS",2.33022328645215,2.35043177127163,0.325222767030388,"StatusTS",0.794226998549037,66,22
"57","s__Proteobacteria_bacterium_CAG_139","Status","TS",-27.1270912792932,29.108184509564,0.354869776125777,"StatusTS",0.794226998549037,66,20
"58","s__Akkermansia_muciniphila","Status","TS",-143.277816760995,112.917261006552,0.209081415444997,"StatusTS",0.794226998549037,66,36
"59","s__Clostridium_scindens","Status","TS",7.55789862088709,8.58767921388128,0.382105413388422,"StatusTS",0.796592641470777,66,10
"60","s__Bacteroides_uniformis","Status","TS",-354.237783687142,425.736043149951,0.40846925659908,"StatusTS",0.823634730519456,66,66
"61","s__Catabacter_hongkongensis","Status","TS",-0.527430596319503,0.626126408243248,0.402717413892414,"StatusTS",0.823634730519456,66,7
"62","s__Eisenbergiella_tayi","Status","TS",-10.2617101538117,12.6616351550872,0.420681091357947,"StatusTS",0.834577003823023,66,23
"63","s__Bifidobacterium_pseudocatenulatum","Status","TS",137.090668635393,177.946236838909,0.443894344456226,"StatusTS",0.835634936509952,66,48
"64","s__Gordonibacter_pamelaeae","Status","TS",-18.985442664826,24.7851015778571,0.446491019555426,"StatusTS",0.835634936509952,66,58
"65","s__Eubacterium_hallii","Status","TS",196.664638894164,249.416704474728,0.433316367517886,"StatusTS",0.835634936509952,66,66
"66","s__Blautia_sp_CAG_257","Status","TS",93.9378050406386,123.149843273459,0.448389478127291,"StatusTS",0.835634936509952,66,16
"67","s__Bacteroides_thetaiotaomicron","Status","TS",-37.1548514390254,52.6268212516355,0.482746570586394,"StatusTS",0.841592185515056,66,30
"68","s__Bacteroides_xylanisolvens","Status","TS",175.89930842102,250.899172250903,0.485797115216008,"StatusTS",0.841592185515056,66,39
"69","s__Eubacterium_ramulus","Status","TS",20.7447333368486,27.9320465411779,0.460389316666151,"StatusTS",0.841592185515056,66,45
"70","s__Dorea_formicigenerans","Status","TS",-96.8975141775087,137.965116354498,0.485017889859359,"StatusTS",0.841592185515056,66,65
"71","s__Roseburia_sp_CAG_182","Status","TS",43.1039765374882,59.6467910013153,0.472525216041475,"StatusTS",0.841592185515056,66,18
"72","s__Romboutsia_ilealis","Status","TS",-0.213682362671699,0.320681926911016,0.507590404603605,"StatusTS",0.855255065291006,66,13
"73","s__Clostridium_innocuum","Status","TS",-11.3620321057167,16.889141849671,0.503533420668565,"StatusTS",0.855255065291006,66,24
"74","s__Alistipes_shahii","Status","TS",-16.4012819437037,25.8950427171272,0.528745529937766,"StatusTS",0.867142669097936,66,37
"75","s__Phascolarctobacterium_faecium","Status","TS",5.5157371551798,8.63837918736453,0.525416721692207,"StatusTS",0.867142669097936,66,19
"76","s__Adlercreutzia_equolifaciens","Status","TS",-11.1582155787592,20.2990999692715,0.584445079957979,"StatusTS",0.912368807834118,66,58
"77","s__Bacteroides_intestinalis","Status","TS",-36.3223185668994,68.0966068841301,0.595608499060629,"StatusTS",0.912368807834118,66,8
"78","s__Barnesiella_intestinihominis","Status","TS",-54.0626516873686,97.5908775361541,0.58152823078697,"StatusTS",0.912368807834118,66,28
"79","s__Coprobacter_sp","Status","TS",-5.44613453445222,9.65370230891695,0.574623939609318,"StatusTS",0.912368807834118,66,17
"80","s__Clostridium_sp_CAG_299","Status","TS",1.98876836301841,3.78219844956214,0.600828239305395,"StatusTS",0.912368807834118,66,7
"81","s__Roseburia_sp_CAG_471","Status","TS",-7.51100966773822,14.0986038175979,0.596052718049993,"StatusTS",0.912368807834118,66,32
"82","s__Bacteroides_caccae","Status","TS",79.2455631481245,158.697485299725,0.619245252360599,"StatusTS",0.922937819757072,66,45
"83","s__Clostridium_sp_CAG_167","Status","TS",2.49190492688367,5.18478846675241,0.63242660141203,"StatusTS",0.922937819757072,66,15
"84","s__Ruminococcus_torques","Status","TS",183.693860727878,388.336116894765,0.637802558368709,"StatusTS",0.922937819757072,66,65
"85","s__Erysipelatoclostridium_ramosum","Status","TS",-15.3842259383998,31.4608934055558,0.626516719838394,"StatusTS",0.922937819757072,66,7
"86","s__Collinsella_stercoris","Status","TS",1.31159130425473,4.14415169964349,0.75265901553402,"StatusTS",0.923626802518855,66,26
"87","s__Bacteroides_cellulosilyticus","Status","TS",-22.8079489028057,59.4342891608122,0.702435175506393,"StatusTS",0.923626802518855,66,20
"88","s__Bacteroides_ovatus","Status","TS",91.6638187635165,343.645419090718,0.790527296409615,"StatusTS",0.923626802518855,66,58
"89","s__Alistipes_finegoldii","Status","TS",16.3776601882834,53.4808426424667,0.760420386587061,"StatusTS",0.923626802518855,66,49
"90","s__Streptococcus_thermophilus","Status","TS",-16.2203511969106,41.9951051964561,0.700597180005959,"StatusTS",0.923626802518855,66,24
"91","s__Lawsonibacter_asaccharolyticus","Status","TS",-0.423919852237676,1.68284791872461,0.801920740117395,"StatusTS",0.923626802518855,66,13
"92","s__Blautia_hydrogenotrophica","Status","TS",-18.0782365847137,52.5863842643427,0.73213736418331,"StatusTS",0.923626802518855,66,20
"93","s__Blautia_obeum","Status","TS",-118.846358129151,357.478254505764,0.740630245037517,"StatusTS",0.923626802518855,66,65
"94","s__Coprococcus_comes","Status","TS",-116.046805959292,323.963696012754,0.721365516221721,"StatusTS",0.923626802518855,66,66
"95","s__Roseburia_intestinalis","Status","TS",129.183431884449,300.22279019345,0.668428856344681,"StatusTS",0.923626802518855,66,43
"96","s__Roseburia_inulinivorans","Status","TS",-30.0231065603447,100.950155103731,0.767120354454977,"StatusTS",0.923626802518855,66,52
"97","s__Sellimonas_intestinalis","Status","TS",13.8081663752809,31.7272898177055,0.664871159270598,"StatusTS",0.923626802518855,66,23
"98","s__Tyzzerella_nexilis","Status","TS",-0.862021152791255,2.64552941971833,0.745607889913557,"StatusTS",0.923626802518855,66,10
"99","s__Intestinibacter_bartlettii","Status","TS",-8.04148273263671,29.5929917896506,0.786699639592429,"StatusTS",0.923626802518855,66,45
"100","s__Anaeromassilibacillus_sp_An250","Status","TS",-1.3761270781218,3.25409681180027,0.673792637685965,"StatusTS",0.923626802518855,66,16
"101","s__Gemmiger_formicilis","Status","TS",-4.89761554292805,19.5998436786092,0.803480226581443,"StatusTS",0.923626802518855,66,58
"102","s__Clostridium_leptum","Status","TS",-8.86851691154878,29.438878866955,0.764199064691432,"StatusTS",0.923626802518855,66,46
"103","s__Turicibacter_sanguinis","Status","TS",-2.42151600987448,8.49514471035771,0.77652849887423,"StatusTS",0.923626802518855,66,23
"104","s__Firmicutes_bacterium_CAG_110","Status","TS",-9.36003801855501,22.6316085868999,0.680562486420419,"StatusTS",0.923626802518855,66,21
"105","s__Dialister_invisus","Status","TS",-10.7316977667401,24.0935623715286,0.657521003657321,"StatusTS",0.923626802518855,66,49
"106","s__Parasutterella_excrementihominis","Status","TS",-3.23856665691325,10.2025090546539,0.751951818316835,"StatusTS",0.923626802518855,66,28
"107","s__Desulfovibrio_piger","Status","TS",-2.09255141673487,7.54567280856109,0.782429686100807,"StatusTS",0.923626802518855,66,8
"108","s__Dorea_longicatena","Status","TS",-160.524673866796,668.546137901369,0.811012330946333,"StatusTS",0.923652932466657,66,66
"109","s__Eggerthella_lenta","Status","TS",15.2481069639734,68.8219247138678,0.825362730981557,"StatusTS",0.931372623034234,66,51
"110","s__Prevotella_copri","Status","TS",-27.7544873881218,140.053308122127,0.843539503086449,"StatusTS",0.93840260099988,66,9
"111","s__Alistipes_indistinctus","Status","TS",2.49287168467869,13.9097210819751,0.858332747373639,"StatusTS",0.93840260099988,66,12
"112","s__Ruthenibacterium_lactatiformans","Status","TS",13.8783416141821,79.5823555437554,0.862109706609646,"StatusTS",0.93840260099988,66,61
"113","s__Firmicutes_bacterium_CAG_145","Status","TS",1.80404023009209,10.2749336165444,0.861180748490811,"StatusTS",0.93840260099988,66,17
"114","s__Clostridium_sp_CAG_58","Status","TS",-2.21358388118707,13.8014630744887,0.873080904309718,"StatusTS",0.942008344123643,66,40
"115","s__Lachnospira_pectinoschiza","Status","TS",-2.35898339575978,16.6719267484658,0.887923875819715,"StatusTS",0.949692493268043,66,27
"116","s__Clostridium_symbiosum","Status","TS",0.998425463256058,8.54755700558247,0.907377761914504,"StatusTS",0.953909954833197,66,17
"117","s__Escherichia_coli","Status","TS",3.62890792028897,30.1839235710938,0.904680349350844,"StatusTS",0.953909954833197,66,21
"118","s__Eubacterium_sp_CAG_180","Status","TS",2.7165901132337,29.6619886810387,0.927313914964975,"StatusTS",0.966606877463491,66,14
"119","s__Coprococcus_eutactus","Status","TS",-12.6230091633925,167.869303991486,0.940293752824584,"StatusTS",0.97190026552457,66,43
"120","s__Parabacteroides_merdae","Status","TS",-4.48647227868202,79.3362815972531,0.955079789804723,"StatusTS",0.97895678454984,66,42
"121","s__Odoribacter_splanchnicus","Status","TS",-1.49690722983018,39.4875432326051,0.96987876264219,"StatusTS",0.985411193250509,66,38
"122","s__Haemophilus_parainfluenzae","Status","TS",-0.0150494305378995,0.529164207132099,0.977399720134651,"StatusTS",0.985411193250509,66,7
"123","s__Alistipes_putredinis","Status","TS",1.64761315450422,191.954023726537,0.993178242419637,"StatusTS",0.993178242419637,66,60
