feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Parabacteroides_distasonis	Status	TS	125.039858900899	108.911051379685	63	47	0.255487690781399	0.810916985947485
s__Lactobacillus_rogosae	Status	TS	-1.28758168169821	0.87179010842824	63	10	0.144921506472614	0.810916985947485
s__Streptococcus_parasanguinis	Status	TS	-4.17109185332666	1.6973289755701	63	19	0.0169000937194716	0.810916985947485
s__Streptococcus_parasanguinis	Sex	M	3.14954101085923	1.72185305911079	63	19	0.0723464192966586	0.810916985947485
s__Christensenella_minuta	Status	TS	11.1697146785159	5.29166693364989	63	10	0.038964727642293	0.810916985947485
s__Christensenella_minuta	Sex	M	-10.3239330737045	5.36812428742053	63	10	0.059205226137249	0.810916985947485
s__Clostridium_disporicum	Sex	M	-24.0852092314324	19.8202118526336	63	17	0.229056075544887	0.810916985947485
s__Clostridium_sp_CAG_299	Sex	M	5.414652839022	3.86922078900082	63	7	0.166836927513572	0.810916985947485
s__Intestinimonas_butyriciproducens	Status	TS	10.2431424868381	5.26697991690666	63	10	0.0564922601934534	0.810916985947485
s__Intestinimonas_butyriciproducens	Sex	M	-8.66291693308693	5.34308057703117	63	10	0.110190029860077	0.810916985947485
s__Monoglobus_pectinilyticus	Status	TS	460.381408616265	332.117662870795	63	39	0.170815995280349	0.810916985947485
s__Monoglobus_pectinilyticus	Sex	M	-517.152268120283	336.916309112515	63	39	0.130050981400465	0.810916985947485
s__Eubacterium_eligens	Status	TS	-28.2342470209785	17.6804002504342	63	33	0.115536668719434	0.810916985947485
s__Eubacterium_sp_CAG_180	Sex	M	35.4521795251382	32.5502560707397	63	14	0.280442124306839	0.810916985947485
s__Eubacterium_sp_CAG_274	Sex	M	23.4121211384117	19.9424613088212	63	16	0.245040507291273	0.810916985947485
s__Eubacterium_sp_CAG_38	Status	TS	-9.94045288185307	4.82082664338186	63	22	0.0435484164287601	0.810916985947485
s__Eubacterium_sp_CAG_38	Sex	M	-6.56677235040575	4.89048099857116	63	22	0.184405653338376	0.810916985947485
s__Eubacterium_ventriosum	Status	TS	-56.6675314395892	37.0396721378299	63	30	0.131293443699349	0.810916985947485
s__Blautia_hydrogenotrophica	Sex	M	54.5199769287478	31.1188559044711	63	19	0.0848846797253483	0.810916985947485
s__Blautia_obeum	Sex	M	421.492745653676	310.779082986528	63	62	0.180103039542887	0.810916985947485
s__Blautia_sp_CAG_257	Status	TS	199.592889121262	111.235423248077	63	14	0.0777990298666923	0.810916985947485
s__Ruminococcus_gnavus	Status	TS	756.578632169196	649.678919106801	63	50	0.24881377213955	0.810916985947485
s__Ruminococcus_torques	Sex	M	535.998569678131	405.637865989002	63	62	0.191394101356316	0.810916985947485
s__Coprococcus_catus	Status	TS	-119.091791151064	73.6108955538746	63	51	0.110939418068471	0.810916985947485
s__Coprococcus_comes	Sex	M	436.682208835847	328.368582789005	63	63	0.188599987622226	0.810916985947485
s__Dorea_formicigenerans	Sex	M	168.195792686935	130.278197279275	63	62	0.201638245733228	0.810916985947485
s__Dorea_longicatena	Status	TS	566.199793425183	427.231140082156	63	63	0.190103720232636	0.810916985947485
s__Fusicatenibacter_saccharivorans	Status	TS	1624.48391091729	1144.15876319689	63	63	0.160839180105062	0.810916985947485
s__Clostridium_bolteae	Status	TS	24.7015486314698	20.8571669561841	63	11	0.240957029731541	0.810916985947485
s__Eubacterium_rectale	Status	TS	-777.350165536274	633.03858662236	63	63	0.224255082541151	0.810916985947485
s__Roseburia_faecis	Status	TS	-352.190175225553	290.130073539395	63	57	0.229540882091377	0.810916985947485
s__Roseburia_faecis	Sex	M	-344.100121582263	294.322056510024	63	57	0.246975952470383	0.810916985947485
s__Roseburia_hominis	Status	TS	-198.498465889203	146.642958496957	63	57	0.180935873102099	0.810916985947485
s__Roseburia_sp_CAG_471	Sex	M	18.6574002282072	14.5444328087815	63	30	0.204500338568858	0.810916985947485
s__Sellimonas_intestinalis	Status	TS	35.907464848059	32.9004903611559	63	21	0.27946199312619	0.810916985947485
s__Sellimonas_intestinalis	Sex	M	-60.449912551031	33.3758574736955	63	21	0.07511840340919	0.810916985947485
s__Tyzzerella_nexilis	Status	TS	2.44006196980455	1.36012662018596	63	9	0.0778526617840975	0.810916985947485
s__Tyzzerella_nexilis	Sex	M	-3.43959324772669	1.37977859062861	63	9	0.0154493378847966	0.810916985947485
s__Oscillibacter_sp_57_20	Sex	M	-17.5944699130277	9.62527701208539	63	45	0.0725308675748663	0.810916985947485
s__Oscillibacter_sp_CAG_241	Status	TS	-14.0814901520585	10.1600567374291	63	25	0.170887096179279	0.810916985947485
s__Intestinibacter_bartlettii	Sex	M	-46.4715689034468	32.6044283918277	63	42	0.15924787324941	0.810916985947485
s__Romboutsia_ilealis	Sex	M	-0.513716801461163	0.349239357908578	63	12	0.14652755309419	0.810916985947485
s__Anaerotruncus_colihominis	Status	TS	8.49570454083579	7.02148271296433	63	22	0.23104021177191	0.810916985947485
s__Faecalibacterium_prausnitzii	Status	TS	-394.783802493924	351.56265094623	63	63	0.265936275561875	0.810916985947485
s__Flavonifractor_plautii	Status	TS	108.205291099277	46.0554588417886	63	44	0.0221100376384391	0.810916985947485
s__Gemmiger_formicilis	Sex	M	38.8334181977546	19.4713629000568	63	56	0.0506594158018804	0.810916985947485
s__Clostridium_leptum	Sex	M	42.0838710824519	27.1738463447735	63	43	0.126715123870194	0.810916985947485
s__Eubacterium_siraeum	Sex	M	-63.2051297564716	50.62428518526	63	32	0.216692682024921	0.810916985947485
s__Ruminococcus_bicirculans	Status	TS	-151.313941862668	77.4482472597478	63	37	0.0553983129243308	0.810916985947485
s__Ruminococcus_callidus	Status	TS	-4.96821867053363	3.0747737802855	63	15	0.111384260725419	0.810916985947485
s__Coprobacillus_cateniformis	Status	TS	-49.8672958523577	43.5735489856491	63	10	0.256986389623097	0.810916985947485
s__Clostridium_spiroforme	Status	TS	10.6864044563738	5.10103095776134	63	26	0.0404053677979432	0.810916985947485
s__Holdemania_filiformis	Status	TS	8.35532994757149	6.0204172909074	63	19	0.170320571174085	0.810916985947485
s__Firmicutes_bacterium_CAG_145	Status	TS	11.8963607901729	10.5919420128394	63	14	0.265847012155746	0.810916985947485
s__Firmicutes_bacterium_CAG_145	Sex	M	-20.3182018456618	10.7449810963169	63	14	0.0634622690383814	0.810916985947485
s__Firmicutes_bacterium_CAG_83	Status	TS	-26.3312017963	24.1213395208243	63	47	0.279366738722909	0.810916985947485
s__Bilophila_wadsworthia	Status	TS	3.05163634159324	2.63034720640911	63	21	0.250577369021159	0.810916985947485
s__Bilophila_wadsworthia	Sex	M	-3.03323906844513	2.6683521280003	63	21	0.260164104072027	0.810916985947485
s__Proteobacteria_bacterium_CAG_139	Status	TS	-35.4282765440562	32.092650414689	63	20	0.274028042740415	0.810916985947485
s__Akkermansia_muciniphila	Status	TS	-177.946999260327	123.262168746587	63	35	0.154039745919724	0.810916985947485
s__Adlercreutzia_equolifaciens	Sex	M	23.1380057396921	21.5511181434811	63	55	0.287285913188001	0.820816894822859
s__Collinsella_aerofaciens	Sex	M	268.247065552146	258.406160202189	63	57	0.303396841956587	0.826138636666463
s__Adlercreutzia_equolifaciens	Status	TS	-22.0408047983073	21.2441689418931	63	55	0.303666569664811	0.826138636666463
s__Bacteroides_massiliensis	Status	TS	14.5907516668603	14.4503636830175	63	9	0.316686477388811	0.826138636666463
s__Parabacteroides_distasonis	Sex	M	113.423283180867	110.484667196643	63	47	0.308731083595408	0.826138636666463
s__Eubacterium_sp_CAG_274	Status	TS	20.1911545455363	19.6584239546714	63	16	0.308496688011032	0.826138636666463
s__Anaerostipes_hadrus	Status	TS	887.76776638657	875.069944545611	63	63	0.314412837230245	0.826138636666463
s__Agathobaculum_butyriciproducens	Status	TS	25.6645479330823	25.0585183765995	63	49	0.309859750061043	0.826138636666463
s__Haemophilus_parainfluenzae	Sex	M	-0.596807981121396	0.580879549478769	63	7	0.308346416328172	0.826138636666463
s__Bacteroides_cellulosilyticus	Status	TS	-59.2781834555508	64.0620466329976	63	20	0.358503976891522	0.847249196282079
s__Bacteroides_faecis	Status	TS	146.324251331881	161.96091020956	63	14	0.369897977941496	0.847249196282079
s__Bacteroides_intestinalis	Sex	M	-67.2323690544307	70.967285458558	63	8	0.347249670300144	0.847249196282079
s__Bacteroides_ovatus	Sex	M	312.559367606229	363.561121677063	63	55	0.393367608460528	0.847249196282079
s__Parabacteroides_goldsteinii	Sex	M	-156.619182143702	160.682094677479	63	7	0.333615343533576	0.847249196282079
s__Streptococcus_salivarius	Status	TS	-12.967200785061	14.6915429331779	63	46	0.380958691255314	0.847249196282079
s__Hungatella_hathewayi	Status	TS	-95.6984558177055	107.125176325702	63	19	0.375248095913617	0.847249196282079
s__Anaerostipes_hadrus	Sex	M	811.438901210314	887.713509071323	63	63	0.364334922916728	0.847249196282079
s__Blautia_sp_CAG_257	Sex	M	-101.583437648075	112.842623061244	63	14	0.371601081816931	0.847249196282079
s__Blautia_wexlerae	Status	TS	729.448648828862	808.369741101671	63	63	0.370468689445669	0.847249196282079
s__Eisenbergiella_massiliensis	Status	TS	92.3111453782504	104.34881955348	63	8	0.379882198714372	0.847249196282079
s__Lachnospira_pectinoschiza	Sex	M	-15.8422115649258	17.9945794466599	63	26	0.382162002027436	0.847249196282079
s__Roseburia_intestinalis	Status	TS	238.159198565951	259.477143504652	63	42	0.362376138633304	0.847249196282079
s__Roseburia_sp_CAG_471	Status	TS	-12.9066153284765	14.3372787294209	63	30	0.371605560948608	0.847249196282079
s__Oscillibacter_sp_57_20	Status	TS	-8.12224142235028	9.48818569857428	63	45	0.39538295826497	0.847249196282079
s__Eubacterium_siraeum	Status	TS	-47.0301192601548	49.9032514173077	63	32	0.349753883967227	0.847249196282079
s__Ruminococcus_bromii	Status	TS	-219.524847461318	246.707543863476	63	59	0.377117499670837	0.847249196282079
s__Ruminococcus_lactaris	Status	TS	160.0379127703	183.01639668273	63	39	0.38536237975785	0.847249196282079
s__Ruthenibacterium_lactatiformans	Status	TS	63.110511955446	68.3107008765567	63	58	0.359252357750354	0.847249196282079
s__Dialister_invisus	Status	TS	-20.8112370370519	24.1757268897975	63	47	0.392757627537744	0.847249196282079
s__Bifidobacterium_pseudocatenulatum	Sex	M	-151.00411257039	178.819729489586	63	45	0.401773193680336	0.853323597197174
s__Fusicatenibacter_saccharivorans	Sex	M	966.413451495748	1160.69029332235	63	63	0.408361301839759	0.859708003873177
s__Bacteroides_stercoris	Status	TS	-142.171087575598	172.197378927522	63	19	0.412285608983921	0.860422140488183
s__Clostridium_sp_CAG_58	Sex	M	7.30184201778888	8.97117352868718	63	38	0.418907739248066	0.866705667409792
s__Bacteroides_vulgatus	Sex	M	374.241547037103	465.66170795415	63	62	0.424756227859304	0.87129482637806
s__Methanobrevibacter_smithii	Sex	M	22.9837534329654	34.328100482966	63	7	0.505724753337165	0.880391494824935
s__Bifidobacterium_longum	Status	TS	-332.797104309652	504.427700120195	63	63	0.511937715681081	0.880391494824935
s__Eggerthella_lenta	Sex	M	57.033426342003	74.5509532390371	63	49	0.447254714280016	0.880391494824935
s__Bacteroides_dorei	Sex	M	151.537390190795	253.318506586919	63	31	0.551952082214335	0.880391494824935
s__Bacteroides_faecis	Sex	M	110.498750506666	164.301023970341	63	14	0.503822898121045	0.880391494824935
s__Bacteroides_fragilis	Sex	M	413.869051164863	654.548787596545	63	45	0.529595202598759	0.880391494824935
s__Bacteroides_stercoris	Sex	M	-106.614080772194	174.685395668583	63	19	0.543954386565305	0.880391494824935
s__Bacteroides_uniformis	Sex	M	354.090593940388	463.547008932925	63	63	0.447937025222948	0.880391494824935
s__Coprobacter_sp	Status	TS	-6.12085627181345	10.7603878356797	63	17	0.571593120380787	0.880391494824935
s__Alistipes_finegoldii	Sex	M	37.7969295407491	59.1268956205367	63	46	0.525092757627445	0.880391494824935
s__Alistipes_indistinctus	Status	TS	8.34862456479954	15.1348173359872	63	11	0.583259365321519	0.880391494824935
s__Alistipes_shahii	Status	TS	-18.3336817153878	27.8632308985021	63	36	0.513062343400582	0.880391494824935
s__Alistipes_shahii	Sex	M	-17.9232448724517	28.2658164974658	63	36	0.528428280584437	0.880391494824935
s__Parabacteroides_goldsteinii	Status	TS	-118.31371500231	158.393524760021	63	7	0.458004582415971	0.880391494824935
s__Clostridium_sp_CAG_58	Status	TS	5.15951636625673	8.84339850868103	63	38	0.561789709062997	0.880391494824935
s__Hungatella_hathewayi	Sex	M	-78.9931885798605	108.672988689325	63	19	0.470120631699524	0.880391494824935
s__Lawsonibacter_asaccharolyticus	Status	TS	0.670437169253067	1.12003840848249	63	12	0.55170346002689	0.880391494824935
s__Eubacterium_eligens	Sex	M	-11.4392113157786	17.9358578659085	63	33	0.526040597805129	0.880391494824935
s__Eubacterium_hallii	Status	TS	191.183951127963	273.177859854602	63	63	0.486724703744911	0.880391494824935
s__Eubacterium_ramulus	Status	TS	21.5106289894918	29.3014488879337	63	43	0.465737964146653	0.880391494824935
s__Eubacterium_ventriosum	Sex	M	22.7037438049713	37.5748447690063	63	30	0.547970605755648	0.880391494824935
s__Blautia_wexlerae	Sex	M	605.030012387372	820.049578863164	63	63	0.463513741668926	0.880391494824935
s__Ruminococcus_gnavus	Sex	M	411.308721400532	659.065891412183	63	50	0.534941888346251	0.880391494824935
s__Eisenbergiella_massiliensis	Sex	M	63.0708712533847	105.856517356873	63	8	0.553540034541177	0.880391494824935
s__Eisenbergiella_tayi	Status	TS	-7.97677376698782	13.1980931722283	63	21	0.547864204624744	0.880391494824935
s__Clostridium_bolteae	Sex	M	12.0372786321171	21.1585245080893	63	11	0.571541290208905	0.880391494824935
s__Clostridium_scindens	Status	TS	5.3754998152012	9.47597852494869	63	9	0.572642767519408	0.880391494824935
s__Clostridium_scindens	Sex	M	7.28316390361744	9.61289346148746	63	9	0.451628760789787	0.880391494824935
s__Clostridium_symbiosum	Status	TS	6.65797918503385	9.55954169613538	63	16	0.488821065668412	0.880391494824935
s__Clostridium_symbiosum	Sex	M	-6.06366921125361	9.6976640062715	63	16	0.534164145097966	0.880391494824935
s__Roseburia_intestinalis	Sex	M	152.481791966335	263.226233537166	63	42	0.564568662692248	0.880391494824935
s__Oscillibacter_sp_CAG_241	Sex	M	-7.33079093704428	10.3068556690406	63	25	0.479683011643645	0.880391494824935
s__Flavonifractor_plautii	Sex	M	-26.0263879091079	46.7208972667476	63	44	0.579557949080906	0.880391494824935
s__Ruminococcus_bromii	Sex	M	-177.659495214836	250.272130636522	63	59	0.480537501440513	0.880391494824935
s__Ruminococcus_lactaris	Sex	M	-103.160914098443	185.660733441345	63	39	0.580521605466408	0.880391494824935
s__Coprobacillus_cateniformis	Sex	M	-31.6014098696378	44.2031272058226	63	10	0.47743510991837	0.880391494824935
s__Clostridium_innocuum	Sex	M	5.43734069486563	8.40889074391265	63	21	0.520345112607615	0.880391494824935
s__Firmicutes_bacterium_CAG_110	Status	TS	-15.7686128937785	24.9604553980026	63	21	0.529954042942066	0.880391494824935
s__Phascolarctobacterium_faecium	Status	TS	5.16013537959646	9.1801695095387	63	18	0.57614465520674	0.880391494824935
s__Dialister_invisus	Sex	M	13.8126485957594	24.5250330964526	63	47	0.575393303976316	0.880391494824935
s__Desulfovibrio_piger	Status	TS	-4.83216415667281	8.30943782238123	63	8	0.563063653727523	0.880391494824935
s__Desulfovibrio_piger	Sex	M	6.13539766433476	8.42949784036553	63	8	0.469537251113819	0.880391494824935
s__Bifidobacterium_catenulatum	Sex	M	39.3475396813549	72.4360397021215	63	14	0.589001885866942	0.883502828800413
s__Clostridium_sp_CAG_167	Sex	M	-2.96945861508221	5.68714852663554	63	15	0.603498862659994	0.894072389125916
s__Holdemania_filiformis	Sex	M	-3.20275752760449	6.10740409117835	63	19	0.60192849058401	0.894072389125916
s__Gordonibacter_pamelaeae	Status	TS	-12.1928222834529	24.7778350324427	63	55	0.624454343478195	0.897419415777046
s__Streptococcus_thermophilus	Sex	M	-23.2117725139302	47.0444903947032	63	22	0.623530866501217	0.897419415777046
s__Clostridium_disporicum	Status	TS	-9.84517105181881	19.5379156783485	63	17	0.616176389674008	0.897419415777046
s__Roseburia_sp_CAG_182	Status	TS	32.7934053010213	66.0274491140773	63	18	0.621241437987847	0.897419415777046
s__Anaeromassilibacillus_sp_An250	Status	TS	-1.62942438301443	3.29292313158504	63	15	0.622530034290922	0.897419415777046
s__Clostridium_sp_CAG_167	Status	TS	2.66786876080364	5.60614736057348	63	15	0.6358861231425	0.903033547657988
s__Clostridium_innocuum	Status	TS	3.97711927215414	8.28912422957679	63	21	0.633114293075515	0.903033547657988
s__Bacteroides_intestinalis	Status	TS	-30.0215327366674	69.9565095226949	63	8	0.669354255731519	0.909360919196089
s__Eubacterium_hallii	Sex	M	-115.473432844876	277.12490651024	63	63	0.678396739714312	0.909360919196089
s__Eubacterium_ramulus	Sex	M	12.1962658072081	29.724814770879	63	43	0.683043081726993	0.909360919196089
s__Eubacterium_sp_CAG_180	Status	TS	-13.1458364310905	32.0866478697229	63	14	0.683486543386252	0.909360919196089
s__Coprococcus_comes	Status	TS	-149.138813173316	323.691680475045	63	63	0.646648396027987	0.909360919196089
s__Eisenbergiella_tayi	Sex	M	5.9231538464089	13.3887875774922	63	21	0.659792946146704	0.909360919196089
s__Roseburia_hominis	Sex	M	-61.229512805802	148.761748794298	63	57	0.682103316737684	0.909360919196089
s__Gemmiger_formicilis	Status	TS	-7.80268801960704	19.1940353267861	63	56	0.685809693227051	0.909360919196089
s__Ruminococcus_callidus	Sex	M	-1.41587210654297	3.11920005836226	63	15	0.651523011214023	0.909360919196089
s__Turicibacter_sanguinis	Sex	M	-3.93096214255222	9.5286460541247	63	21	0.681412962309693	0.909360919196089
s__Parasutterella_excrementihominis	Status	TS	-4.90672276188647	11.487082731006	63	28	0.670798096796722	0.909360919196089
s__Escherichia_coli	Status	TS	13.4802211862128	31.8879363618764	63	20	0.67399815218418	0.909360919196089
s__Agathobaculum_butyriciproducens	Sex	M	10.1845823414077	25.420579713511	63	49	0.690105926848596	0.910029793646501
s__Coprobacter_sp	Sex	M	-4.278334467032	10.9158607310409	63	17	0.696493134111588	0.913433618507001
s__Bacteroides_massiliensis	Sex	M	-5.42471770823064	14.6591516853767	63	9	0.712643301671111	0.913438220224783
s__Bacteroides_xylanisolvens	Status	TS	89.4092566383207	250.501266449092	63	37	0.722402924885978	0.913438220224783
s__Streptococcus_salivarius	Sex	M	-5.46892248782196	14.903815646023	63	46	0.714948960646588	0.913438220224783
s__Roseburia_sp_CAG_182	Sex	M	24.7239472715576	66.9814554978476	63	18	0.713340462986901	0.913438220224783
s__Intestinibacter_bartlettii	Status	TS	11.4397298989637	32.1400486229231	63	42	0.723138591011287	0.913438220224783
s__Escherichia_coli	Sex	M	-12.0422552523784	32.3486734532326	63	20	0.711007761561212	0.913438220224783
s__Proteobacteria_bacterium_CAG_139	Sex	M	11.6529805768731	32.5563453442754	63	20	0.721649834686037	0.913438220224783
s__Collinsella_stercoris	Status	TS	1.55928050405576	4.52753165377875	63	24	0.731749931632564	0.91947635388385
s__Bacteroides_caccae	Status	TS	48.3713067287472	165.306584327434	63	43	0.770825440364479	0.929231132493199
s__Bacteroides_thetaiotaomicron	Status	TS	-14.9112746218852	50.8024801331487	63	29	0.770141642447233	0.929231132493199
s__Alistipes_putredinis	Sex	M	-65.7329069716121	209.002271481575	63	57	0.754226230473525	0.929231132493199
s__Blautia_obeum	Status	TS	-88.9327973427952	306.352705164372	63	62	0.772591194157767	0.929231132493199
s__Roseburia_inulinivorans	Status	TS	25.2431317971889	80.1808592558479	63	50	0.753984964433134	0.929231132493199
s__Anaeromassilibacillus_sp_An250	Sex	M	-0.961976555942786	3.3405013695898	63	15	0.774359277077666	0.929231132493199
s__Faecalibacterium_prausnitzii	Sex	M	102.774377737324	356.642250685399	63	63	0.774208079026577	0.929231132493199
s__Clostridium_leptum	Status	TS	-8.57817010519057	26.7868135057314	63	43	0.749900095496949	0.929231132493199
s__Ruminococcus_bicirculans	Sex	M	-23.2439697514763	78.5672685651137	63	37	0.76836767475304	0.929231132493199
s__Collinsella_stercoris	Sex	M	1.24333425499137	4.59294829728658	63	24	0.787546975005312	0.929945525236773
s__Gordonibacter_pamelaeae	Sex	M	-6.70900749101652	25.13584087871	63	55	0.790453696451257	0.929945525236773
s__Firmicutes_bacterium_CAG_110	Sex	M	6.91413940701758	25.3210998589201	63	21	0.785745979234829	0.929945525236773
s__Firmicutes_bacterium_CAG_83	Sex	M	6.86460088576072	24.4698599043423	63	47	0.780033721824257	0.929945525236773
s__Dorea_formicigenerans	Status	TS	-32.487568617122	128.422665312304	63	62	0.801153194320489	0.937935447009353
s__Bacteroides_caccae	Sex	M	35.3944656362451	167.695038505864	63	43	0.833552188241475	0.949061170838959
s__Bacteroides_thetaiotaomicron	Sex	M	-10.8224145658767	51.5365065268482	63	29	0.834382946029251	0.949061170838959
s__Streptococcus_thermophilus	Status	TS	-10.4988858788773	46.3744430834857	63	22	0.821664665914285	0.949061170838959
s__Roseburia_inulinivorans	Sex	M	-17.3839574856531	81.3393630692256	63	50	0.831488975454912	0.949061170838959
s__Anaerotruncus_colihominis	Sex	M	1.57603971002583	7.12293354018207	63	22	0.825639158366621	0.949061170838959
s__Ruthenibacterium_lactatiformans	Sex	M	14.7853469634327	69.297697127214	63	58	0.831769615084405	0.949061170838959
s__Bacteroides_ovatus	Status	TS	-55.015022529798	358.382977541605	63	55	0.878512007352217	0.956189955860834
s__Odoribacter_splanchnicus	Status	TS	-8.22435950715135	42.954272230563	63	36	0.848805590453478	0.956189955860834
s__Alistipes_putredinis	Status	TS	-35.0740399202292	206.025484851097	63	57	0.865393147920014	0.956189955860834
s__Lawsonibacter_asaccharolyticus	Sex	M	-0.189479597075461	1.13622143245354	63	12	0.868117338582764	0.956189955860834
s__Coprococcus_catus	Sex	M	10.8963064254526	74.6744723725415	63	51	0.884475709171271	0.956189955860834
s__Coprococcus_eutactus	Sex	M	-32.7506166529902	185.100353561469	63	40	0.860155849298602	0.956189955860834
s__Eubacterium_rectale	Sex	M	-98.2935026472613	642.18512886977	63	63	0.878863764191012	0.956189955860834
s__Romboutsia_ilealis	Status	TS	-0.0559431714555509	0.344265196412202	63	12	0.871457995189133	0.956189955860834
s__Clostridium_spiroforme	Sex	M	0.764439468750103	5.17473388226939	63	26	0.88305482658464	0.956189955860834
s__Turicibacter_sanguinis	Status	TS	-1.84174211328855	9.39293104021889	63	21	0.845212120479711	0.956189955860834
s__Akkermansia_muciniphila	Sex	M	23.295138292483	125.043138592302	63	35	0.852840452514042	0.956189955860834
s__Barnesiella_intestinihominis	Status	TS	-13.0395435670158	96.3022507136725	63	27	0.89274706742658	0.958109793034627
s__Parabacteroides_merdae	Sex	M	11.2099706476189	83.9626930118594	63	39	0.894235806832318	0.958109793034627
s__Alistipes_finegoldii	Status	TS	6.77581116748912	58.2847605033575	63	46	0.907839823861298	0.962662542866803
s__Lachnospira_pectinoschiza	Status	TS	2.18114668079336	17.7382854689047	63	26	0.902547632942862	0.962662542866803
s__Haemophilus_parainfluenzae	Status	TS	0.06462432516084	0.572606173000377	63	7	0.910518321794851	0.962662542866803
s__Bifidobacterium_animalis	Sex	M	-6.20941195412622	70.2044953383919	63	11	0.92981556921184	0.972610169612482
s__Lactobacillus_rogosae	Sex	M	-0.08384858617956	0.884386283805413	63	10	0.924781740569494	0.972610169612482
s__Coprococcus_eutactus	Status	TS	-15.6153819827299	182.463998205748	63	40	0.932084745878629	0.972610169612482
s__Odoribacter_splanchnicus	Sex	M	-3.17184112457403	43.5749027481431	63	36	0.942214905637032	0.973785760977843
s__Prevotella_copri	Status	TS	11.8706588206106	153.364583471693	63	8	0.938561634964873	0.973785760977843
s__Parabacteroides_merdae	Status	TS	5.27013156616722	82.7668255208278	63	39	0.949441116953397	0.973785760977843
s__Ruminococcus_torques	Status	TS	25.8920735423037	399.860429372014	63	62	0.948586102089954	0.973785760977843
s__Clostridium_sp_CAG_299	Status	TS	-0.204826958383033	3.81411208308383	63	7	0.957350684250295	0.977703801551338
s__Blautia_hydrogenotrophica	Status	TS	1.49047829086362	30.6756349119167	63	19	0.961408738192149	0.977703801551338
s__Phascolarctobacterium_faecium	Sex	M	-0.349127510459585	9.31281041015962	63	18	0.970219603062136	0.982500863860391
s__Eggerthella_lenta	Status	TS	-2.17802763258331	73.4891356840501	63	49	0.97645459331598	0.984660094100147
s__Parasutterella_excrementihominis	Sex	M	0.271762209076556	11.6530553742523	63	28	0.98147151896248	0.985578094355628
s__Dorea_longicatena	Sex	M	6.45075726817997	433.404046054634	63	63	0.988174159370866	0.988174159370866
