"","microbe","Comparison","deseq_LFC","deseq_padj","M2_coef","M2_padj","Num_not_zero"
"67","ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)","StatusTS",-0.0728887635354368,0.999019755834011,-2.33128095979047,0.918849318345177,66
"68","KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis","StatusTS",0.828557121920395,0.999019755834011,0.0173208012356404,0.870417125645731,4
"69","KETOGLUCONMET-PWY: ketogluconate metabolism","StatusTS",3.14514966037739,0.999019755834011,-0.00871841340247286,0.999999999999998,16
"70","LACTOSECAT-PWY: lactose and galactose degradation I","StatusTS",0.0490442818957109,0.999019755834011,0.145829656285694,0.988340790852555,66
"71","LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis","StatusTS",-0.499617931630417,0.999019755834011,-0.00733520089640769,0.918849318345177,2
"72","MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis","StatusTS",0.0415265705027966,0.999019755834011,1.49390562463959,0.918849318345177,66
"73","METH-ACETATE-PWY: methanogenesis from acetate","StatusTS",0.438189941834111,0.999019755834011,5.3286327569689,0.602614554244079,64
"74","METHANOGENESIS-PWY: methanogenesis from H2 and CO2","StatusTS",0,NA,-0.199255964643025,0.649176472450074,2
"75","METHGLYUT-PWY: superpathway of methylglyoxal degradation","StatusTS",0.377253899496881,0.999019755834011,0.212669469331227,0.871348227380066,45
"76","METSYN-PWY: L-homoserine and L-methionine biosynthesis","StatusTS",0.0455899353078861,0.999019755834011,1.4286711364392,0.918849318345177,66
"77","NAD-BIOSYNTHESIS-II: NAD salvage pathway II","StatusTS",-0.0185843748569844,0.999019755834011,0.505867497847566,0.929175187784188,50
"78","NAGLIPASYN-PWY: lipid IVA biosynthesis","StatusTS",-0.532615407724822,0.999019755834011,-3.02110455501916,0.659949887203748,60
"79","NONMEVIPP-PWY: methylerythritol phosphate pathway I","StatusTS",-0.377374574011798,0.999019755834011,-6.02589076165609,0.742246850964855,60
"80","NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)","StatusTS",0.194895306480262,0.999019755834011,10.5330871886857,0.754229429579939,66
"81","OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)","StatusTS",-0.133148198637879,0.999019755834011,-3.69717088928995,0.869385374458352,66
"82","ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation","StatusTS",1.80209686711446,0.999019755834011,0.112147368089259,0.696431059188311,6
"83","ORNDEG-PWY: superpathway of ornithine degradation","StatusTS",-4.24606442723191,0.999019755834011,0.161876349634955,0.913609813241774,6
"84","P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)","StatusTS",-0.502405007249101,NA,-0.153099956474752,0.918849318345177,11
"85","P108-PWY: pyruvate fermentation to propanoate I","StatusTS",0.175944649229141,0.999019755834011,0.1664982104632,0.938445012297723,54
"86","P122-PWY: heterolactic fermentation","StatusTS",3.25946410917701,NA,0.439113687460891,0.67867324812666,10
"87","P124-PWY: Bifidobacterium shunt","StatusTS",-0.505058263250479,0.999019755834011,-4.51990074892022,0.621183275879832,63
"88","P125-PWY: superpathway of (R,R)-butanediol biosynthesis","StatusTS",0.898318724118829,0.999019755834011,0.283830496994586,0.696431059188311,11
"89","P161-PWY: acetylene degradation","StatusTS",0.00429361859246991,0.999019755834011,-0.0167547751415348,0.993234073489953,41
"90","P162-PWY: L-glutamate degradation V (via hydroxyglutarate)","StatusTS",-3.04528345379768,0.999019755834011,-0.0366831704493957,0.918849318345177,4
"91","P163-PWY: L-lysine fermentation to acetate and butanoate","StatusTS",1.84858326886029,0.999019755834011,0.0669201685119055,0.450775621182907,2
"92","P164-PWY: purine nucleobases degradation I (anaerobic)","StatusTS",0.327221799399764,0.999019755834011,3.52196495692098,0.67867324812666,65
"93","P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)","StatusTS",0.148338607634635,0.999019755834011,1.34052488705336,0.870417125645731,65
"94","P221-PWY: octane oxidation","StatusTS",-0.532067712530319,0.999019755834011,-0.00949230848569515,0.918849318345177,7
"95","P23-PWY: reductive TCA cycle I","StatusTS",1.54303190375513,0.999019755834011,0.18820117359729,0.659949887203748,8
"96","P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I","StatusTS",-0.257513938825349,0.999019755834011,-3.48217326775854,0.716607391879858,65
"97","P42-PWY: incomplete reductive TCA cycle","StatusTS",-0.31225788715822,0.999019755834011,-0.165720235829881,0.957829670036077,49
"98","P441-PWY: superpathway of N-acetylneuraminate degradation","StatusTS",-0.0355475056497835,0.999019755834011,-0.607428450854375,0.932971011379235,64
"99","P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate","StatusTS",0.331806058655169,0.999019755834011,7.12878280385799,0.652913458013989,66
"100","P562-PWY: myo-inositol degradation I","StatusTS",-1.97150549156485,0.999019755834011,0.400397404588443,0.79583003639674,4
"101","P621-PWY: nylon-6 oligomer degradation","StatusTS",-1.4535060352638,0.999019755834011,0.0421952786061783,0.87636347177676,6
"102","PANTO-PWY: phosphopantothenate biosynthesis I","StatusTS",0.0602495131244873,0.999019755834011,5.14650843292599,0.870417125645731,66
"103","PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I","StatusTS",0.0385838826050123,0.999019755834011,4.12938769385559,0.870417125645731,66
"104","PENTOSE-P-PWY: pentose phosphate pathway","StatusTS",-0.356366300475914,0.999019755834011,-4.64196530449324,0.446226504605252,65
"105","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)","StatusTS",0.00121282442560161,0.999019755834011,2.6027354222108,0.918849318345177,66
"106","PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)","StatusTS",0.0968360145832557,0.999019755834011,4.7043293079068,0.79583003639674,65
"107","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II","StatusTS",0.511478453514553,0.999019755834011,0.3914456456059,0.870417125645731,25
"108","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I","StatusTS",-0.0548272266726673,0.999019755834011,0.0301668026740757,0.989591943021145,51
"109","POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)","StatusTS",-0.063601114029114,0.999019755834011,0.477730972796826,0.920943878313686,62
"110","PPGPPMET-PWY: ppGpp biosynthesis","StatusTS",0.203750959546265,0.999019755834011,1.69246776051127,0.870417125645731,63
"111","PROPFERM-PWY: L-alanine fermentation to propanoate and acetate","StatusTS",1.09863412977868,NA,0.08283729293392,0.918849318345177,7
"112","PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis","StatusTS",-0.24605569361787,0.999019755834011,-3.14715358213192,0.689939651020079,64
"113","PWY-1042: glycolysis IV (plant cytosol)","StatusTS",0.0783834843543456,0.999019755834011,9.71929180945176,0.818822096499768,66
"114","PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I","StatusTS",-0.273076848329303,0.999019755834011,-1.77929010481359,0.870417125645731,64
"115","PWY-1861: formaldehyde assimilation II (RuMP Cycle)","StatusTS",0.321238901983596,0.999019755834011,9.52090383501009,0.696431059188311,64
"116","PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type","StatusTS",-0.273497266143496,0.999019755834011,-2.03761616432914,0.870417125645731,65
"117","PWY-2723: trehalose degradation V","StatusTS",-0.312423074414416,0.999019755834011,-1.431323426451,0.918849318345177,59
"118","PWY-2941: L-lysine biosynthesis II","StatusTS",-0.00357255966124832,0.999019755834011,0.368133827955818,0.973409537787952,64
"119","PWY-2942: L-lysine biosynthesis III","StatusTS",0.00709284759825483,0.999019755834011,2.416558617144,0.896882216738637,66
"120","PWY-3001: superpathway of L-isoleucine biosynthesis I","StatusTS",-0.099540347835098,0.999019755834011,-2.35765251083202,0.880714218806451,66
"121","PWY-3781: aerobic respiration I (cytochrome c)","StatusTS",-0.301421487095581,0.999019755834011,0.022857009674764,0.986262028970908,24
"122","PWY-3801: sucrose degradation II (sucrose synthase)","StatusTS",0,NA,-0.378794826453263,0.659949887203748,1
"123","PWY-3841: folate transformations II","StatusTS",0.00369467699111094,0.999019755834011,3.06981029153086,0.889195785248179,66
"124","PWY-4041: &gamma;-glutamyl cycle","StatusTS",-0.231301554614991,0.999019755834011,-1.77131897265779,0.870417125645731,66
"125","PWY-4242: pantothenate and coenzyme A biosynthesis III","StatusTS",0.00929902014516086,0.999019755834011,3.40544118376273,0.889195785248179,66
"126","PWY-4321: L-glutamate degradation IV","StatusTS",1.73324072535839,0.999019755834011,0.0457663965870109,0.659949887203748,2
"127","PWY-4702: phytate degradation I","StatusTS",-0.279140896866909,0.999019755834011,0.0807043022868868,0.881138672268458,9
"128","PWY-4722: creatinine degradation II","StatusTS",0.964990967199952,0.999019755834011,0.0957032280096957,0.598124164842797,8
"129","PWY-4981: L-proline biosynthesis II (from arginine)","StatusTS",-0.233153434673663,0.999019755834011,-6.40367805400457,0.719298716224507,66
"130","PWY-4984: urea cycle","StatusTS",0.137408325705836,0.999019755834011,0.746130693555825,0.918849318345177,61
"131","PWY-5004: superpathway of L-citrulline metabolism","StatusTS",0,NA,0.0950813270345911,0.659949887203748,1
"132","PWY-5005: biotin biosynthesis II","StatusTS",-0.0555593807062596,0.999019755834011,-0.407191391161344,0.956414416885108,63
"133","PWY-5022: 4-aminobutanoate degradation V","StatusTS",-0.724186460579552,0.999019755834011,-0.550669565369693,0.781497303242197,47
"134","PWY-5028: L-histidine degradation II","StatusTS",0,NA,0.0493892340850554,0.659949887203748,1
"135","PWY-5030: L-histidine degradation III","StatusTS",-0.194056574901932,0.999019755834011,-0.883073590425702,0.918849318345177,62
"136","PWY-5083: NAD/NADH phosphorylation and dephosphorylation","StatusTS",-0.181893160244332,0.999019755834011,0.00579987931981334,0.999999999999998,46
"137","PWY-5088: L-glutamate degradation VIII (to propanoate)","StatusTS",0.863583571406714,0.999019755834011,0.019661653285153,0.870417125645731,1
"138","PWY-5097: L-lysine biosynthesis VI","StatusTS",0.0237484934518873,0.999019755834011,3.94940818891263,0.871348227380066,66
"139","PWY-5100: pyruvate fermentation to acetate and lactate II","StatusTS",0.0250038186983136,0.999019755834011,1.78324412613609,0.918849318345177,66
"140","PWY-5101: L-isoleucine biosynthesis II","StatusTS",-0.192133539790505,0.999019755834011,0.200962874653781,0.949001919546582,28
"141","PWY-5103: L-isoleucine biosynthesis III","StatusTS",-0.0706063300942582,0.999019755834011,-1.0069920748092,0.955710631934318,66
"142","PWY-5104: L-isoleucine biosynthesis IV","StatusTS",0.268240835264154,0.999019755834011,5.6469723635901,0.659949887203748,66
"143","PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)","StatusTS",-0.306886657600352,0.999019755834011,-0.780312181263442,0.889195785248179,60
"144","PWY-5136: fatty acid &beta;-oxidation II (peroxisome)","StatusTS",0.0292052991975817,0.999019755834011,0.857152801264896,0.7015015473607,37
"145","PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation","StatusTS",0.187935933553085,0.999019755834011,0.805882641319856,0.781497303242197,33
"146","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)","StatusTS",-0.107078262824197,0.999019755834011,-1.10007876504542,0.924420487636596,66
"147","PWY-5173: superpathway of acetyl-CoA biosynthesis","StatusTS",0.237685126602149,0.999019755834011,0.173120437835773,0.870417125645731,21
"148","PWY-5177: glutaryl-CoA degradation","StatusTS",-0.0117022274168154,0.999019755834011,0.442592531327102,0.959166290585857,66
"149","PWY-5188: tetrapyrrole biosynthesis I (from glutamate)","StatusTS",0.109582693701137,0.999019755834011,3.59914203959146,0.870417125645731,66
"150","PWY-5189: tetrapyrrole biosynthesis II (from glycine)","StatusTS",-0.294457987029221,0.999019755834011,-0.260845581242404,0.897056379375266,41
"151","PWY-5198: factor 420 biosynthesis","StatusTS",0,NA,-0.166717782737821,0.635868874722512,2
"152","PWY-5265: peptidoglycan biosynthesis II (staphylococci)","StatusTS",0.231149203814949,0.999019755834011,0.0987299190665943,0.938445012297723,8
"153","PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)","StatusTS",0.0623604199430263,0.999019755834011,0.598455933300207,0.945805494395652,66
"154","PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)","StatusTS",0.643355630338105,0.999019755834011,2.74050293426931,0.79583003639674,48
"155","PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)","StatusTS",0.0504630072443835,0.999019755834011,1.62697229885373,0.914439766060332,66
"156","PWY-5367: petroselinate biosynthesis","StatusTS",0.420821071617753,0.999019755834011,1.23240959296134,0.870417125645731,57
"157","PWY-5384: sucrose degradation IV (sucrose phosphorylase)","StatusTS",-0.397776908840475,0.999019755834011,-3.63048177291824,0.79583003639674,66
"158","PWY-5392: reductive TCA cycle II","StatusTS",-0.0874291881801173,0.999019755834011,0.0523134841246869,0.79583003639674,4
"159","PWY-5415: catechol degradation I (meta-cleavage pathway)","StatusTS",-0.428143303895897,0.999019755834011,-0.00484353965135918,0.870417125645731,1
"160","PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle","StatusTS",-0.477774088149508,0.999019755834011,-0.165343235499417,0.918849318345177,18
"161","PWY-5484: glycolysis II (from fructose 6-phosphate)","StatusTS",-0.296609834231677,0.999019755834011,-6.38616452456195,0.497308999396204,66
"162","PWY-5505: L-glutamate and L-glutamine biosynthesis","StatusTS",0.0946514995083657,0.999019755834011,0.951641905516285,0.911475557514526,63
"163","PWY-561: superpathway of glyoxylate cycle and fatty acid degradation","StatusTS",-0.617164908469542,NA,-0.00976620024436052,0.994525497385123,10
"164","PWY-5656: mannosylglycerate biosynthesis I","StatusTS",-3.77563564240162,0.999019755834011,0.0423321986682332,0.880714218806451,7
"165","PWY-5659: GDP-mannose biosynthesis","StatusTS",0.0593709894530348,0.999019755834011,1.40043445527286,0.891014102508853,66
"166","PWY-5667: CDP-diacylglycerol biosynthesis I","StatusTS",0.127703100345508,0.999019755834011,8.80993106413141,0.769867078076531,66
"167","PWY-5675: nitrate reduction V (assimilatory)","StatusTS",0.260101450124047,0.999019755834011,0.0362639469255794,0.930930187459637,17
"168","PWY-5676: acetyl-CoA fermentation to butanoate II","StatusTS",0.264700042669659,0.999019755834011,4.34390923583352,0.659949887203748,66
"169","PWY-5677: succinate fermentation to butanoate","StatusTS",3.93817789369118,0.999019755834011,0.331070465476014,0.446226504605252,9
"170","PWY-5686: UMP biosynthesis","StatusTS",0.00993015122092164,0.999019755834011,4.59186308025144,0.870581345769865,66
"171","PWY-5690: TCA cycle II (plants and fungi)","StatusTS",-0.107232026454773,0.999019755834011,-0.333849906735663,0.918849318345177,65
"172","PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation","StatusTS",0.0586599757195139,0.999019755834011,6.2762983819993,0.803812694246196,66
"173","PWY-5705: allantoin degradation to glyoxylate III","StatusTS",-0.420526755125913,0.999019755834011,-0.00550140067230583,0.880714218806451,2
"174","PWY-5723: Rubisco shunt","StatusTS",0.820006929795292,0.999019755834011,0.924763824636308,0.816179550071216,25
"175","PWY-5747: 2-methylcitrate cycle II","StatusTS",-1.03317408774242,0.999019755834011,-0.105687152838789,0.870417125645731,15
"176","PWY-5754: 4-hydroxybenzoate biosynthesis I (eukaryotes)","StatusTS",0.192217319840276,0.999019755834011,0.00387520646962513,0.877963189333443,2
"177","PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)","StatusTS",0.210825774642957,0.999019755834011,0.0757390841439143,0.918849318345177,22
"178","PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I","StatusTS",0.210825774642957,0.999019755834011,0.0757390841439143,0.918849318345177,22
"179","PWY-5838: superpathway of menaquinol-8 biosynthesis I","StatusTS",0.253028921311421,0.999019755834011,0.226838273277211,0.918849318345177,21
"180","PWY-5840: superpathway of menaquinol-7 biosynthesis","StatusTS",-0.975705505137247,0.999019755834011,0.0359714786022249,0.977458598650474,12
"181","PWY-5845: superpathway of menaquinol-9 biosynthesis","StatusTS",0.0954827602953072,0.999019755834011,0.0194069962768465,0.985344082616005,14
"182","PWY-5850: superpathway of menaquinol-6 biosynthesis I","StatusTS",-0.0592543985568856,NA,-0.0742125822747772,0.918849318345177,5
"183","PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)","StatusTS",-0.413225023734577,0.999019755834011,0.0263664892568149,0.870417125645731,7
"184","PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)","StatusTS",-0.413225023734577,0.999019755834011,0.0263664892568149,0.870417125645731,7
"185","PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)","StatusTS",-0.413225023734577,0.999019755834011,0.0263664892568149,0.870417125645731,7
"186","PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I","StatusTS",0.994179703450288,NA,-0.0514593733530081,0.918849318345177,5
"187","PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis","StatusTS",0.291310414909268,0.999019755834011,0.1871271889747,0.918849318345177,21
"188","PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis","StatusTS",0.105600056603113,0.999019755834011,0.0189333326808621,0.980290251729823,14
"189","PWY-5863: superpathway of phylloquinol biosynthesis","StatusTS",0.204486044225828,0.999019755834011,0.0792462638954481,0.920943878313686,22
"190","PWY-5896: superpathway of menaquinol-10 biosynthesis","StatusTS",-0.0592543985568856,NA,-0.0742125822747772,0.918849318345177,5
"191","PWY-5897: superpathway of menaquinol-11 biosynthesis","StatusTS",0.128411323157839,0.999019755834011,0.127278048962905,0.95021296874201,22
"192","PWY-5898: superpathway of menaquinol-12 biosynthesis","StatusTS",0.128411323157839,0.999019755834011,0.127278048962905,0.95021296874201,22
