"","microbe","Comparison","ANCOM_BC_Coef","ANCOM_BC_W_stat","ANCOM_BC_padj"
"18","CITRULBIO_PWY_L_citrullinebiosynthesis","StatusTS",0.0799403741145534,0.276777338175354,0.969508334177327
"19","COA_PWY_1_coenzymeAbiosynthesisII_mammalian_","StatusTS",0.0340211407982165,0.38663504081192,0.963150892584988
"20","COA_PWY_coenzymeAbiosynthesisI","StatusTS",0.0523756797112221,0.56003743291616,0.963150892584988
"21","COBALSYN_PWY_adenosylcobalaminsalvagefromcobinamideI","StatusTS",0.204901275127695,1.85982302648146,0.963150892584988
"22","COLANSYN_PWY_colanicacidbuildingblocksbiosynthesis","StatusTS",-0.0438091361745536,-0.534788929499787,0.963150892584988
"23","COMPLETE_ARO_PWY_superpathwayofaromaticaminoacidbiosynthesis","StatusTS",0.0466038091320085,0.553780955078882,0.963150892584988
"24","CRNFORCAT_PWY_creatininedegradationI","StatusTS",-0.107714449285214,-0.338862851757622,0.963150892584988
"25","DAPLYSINESYN_PWY_L_lysinebiosynthesisI","StatusTS",-0.0859520899217488,-0.657332110795541,0.963150892584988
"26","DENOVOPURINE2_PWY_superpathwayofpurinenucleotidesdenovobiosynthesisII","StatusTS",-0.139590501507085,-1.2677516696481,0.963150892584988
"27","DTDPRHAMSYN_PWY_dTDP_L_rhamnosebiosynthesisI","StatusTS",-0.00510016801998486,-0.0595782585531747,0.975994000658505
"28","FAO_PWY_fattyacid_beta__oxidationI","StatusTS",0.281229133557084,0.591062882303576,0.963150892584988
"29","FASYN_ELONG_PWY_fattyacidelongation__saturated","StatusTS",-0.161431995509621,-0.623663272396892,0.963150892584988
"30","FASYN_INITIAL_PWY_superpathwayoffattyacidbiosynthesisinitiation_E_coli_","StatusTS",-0.0293938584546496,-0.108881558748896,0.975994000658505
"31","FERMENTATION_PWY_mixedacidfermentation","StatusTS",-0.259651386772263,-1.2907759613058,0.963150892584988
"32","FOLSYN_PWY_superpathwayoftetrahydrofolatebiosynthesisandsalvage","StatusTS",0.13620488033027,0.291854979973375,0.969508334177327
"33","FUC_RHAMCAT_PWY_superpathwayoffucoseandrhamnosedegradation","StatusTS",0.0943821175962057,0.322179564221391,0.964559881784977
"34","FUCCAT_PWY_fucosedegradation","StatusTS",0.221919421488687,1.27572257615072,0.963150892584988
"35","GALACT_GLUCUROCAT_PWY_superpathwayofhexuronideandhexuronatedegradation","StatusTS",-0.0545206764526056,-0.340130249660861,0.963150892584988
"36","GALACTARDEG_PWY_D_galactaratedegradationI","StatusTS",-0.293061614112256,-0.743968656344885,0.963150892584988
"37","GALACTUROCAT_PWY_D_galacturonatedegradationI","StatusTS",-0.0627199761283213,-0.410214569540899,0.963150892584988
"38","GLCMANNANAUT_PWY_superpathwayofN_acetylglucosamine_N_acetylmannosamineandN_acetylneuraminatedegradation","StatusTS",0.19768781668768,1.45277411418964,0.963150892584988
"39","GLUCARDEG_PWY_D_glucaratedegradationI","StatusTS",-0.158724748295559,-0.425443720702912,0.963150892584988
"40","GLUCARGALACTSUPER_PWY_superpathwayofD_glucarateandD_galactaratedegradation","StatusTS",-0.293061614112256,-0.743968656344885,0.963150892584988
"41","GLUCONEO_PWY_gluconeogenesisI","StatusTS",-0.208088465048019,-1.87117168384647,0.963150892584988
"42","GLUCOSE1PMETAB_PWY_glucoseandglucose_1_phosphatedegradation","StatusTS",0.0285973610896226,0.0685679412227997,0.975994000658505
"43","GLUCUROCAT_PWY_superpathwayof_beta__D_glucuronideandD_glucuronatedegradation","StatusTS",-0.113907913288985,-0.719207222204156,0.963150892584988
"44","GLUDEG_I_PWY_GABAshunt","StatusTS",-0.551618912367935,-1.34812149466154,0.963150892584988
"45","GLUTORN_PWY_L_ornithinebiosynthesis","StatusTS",0.0740638495415281,0.727094804086668,0.963150892584988
"46","GLYCOCAT_PWY_glycogendegradationI_bacterial_","StatusTS",0.0154853982990313,0.033983854752484,0.981734480081413
"47","GLYCOGENSYNTH_PWY_glycogenbiosynthesisI_fromADP_D_Glucose_","StatusTS",0.131965724941819,1.22936205243751,0.963150892584988
"48","GLYCOL_GLYOXDEG_PWY_superpathwayofglycolmetabolismanddegradation","StatusTS",-0.168818218837538,-0.800851734014612,0.963150892584988
"49","GLYCOLYSIS_E_D_superpathwayofglycolysisandEntner_Doudoroff","StatusTS",-0.442631893636737,-2.41841473777597,0.865150554692874
"50","GLYCOLYSIS_TCA_GLYOX_BYPASS_superpathwayofglycolysis_pyruvatedehydrogenase_TCA_andglyoxylatebypass","StatusTS",-0.270857098861435,-0.595023899461011,0.963150892584988
"51","GLYCOLYSIS_glycolysisI_fromglucose6_phosphate_","StatusTS",-0.158549501427072,-1.34263247407112,0.963150892584988
"52","GLYOXYLATE_BYPASS_glyoxylatecycle","StatusTS",-0.352202264146068,-0.881829378188865,0.963150892584988
"53","GOLPDLCAT_PWY_superpathwayofglyceroldegradationto1_3_propanediol","StatusTS",0.245740323804146,1.49265642560682,0.963150892584988
"54","HEME_BIOSYNTHESIS_II_hemebiosynthesisI_aerobic_","StatusTS",0.0747179065063888,0.21531103392558,0.974679389568802
"55","HEMESYN2_PWY_hemebiosynthesisII_anaerobic_","StatusTS",-0.271052552413454,-0.782021320727388,0.963150892584988
"56","HEXITOLDEGSUPER_PWY_superpathwayofhexitoldegradation_bacteria_","StatusTS",-0.0917300970016991,-0.47500047900954,0.963150892584988
"57","HISDEG_PWY_L_histidinedegradationI","StatusTS",-0.15928545548571,-0.82043987517215,0.963150892584988
"58","HISTSYN_PWY_L_histidinebiosynthesis","StatusTS",-0.0532999058315761,-0.623708592878508,0.963150892584988
"59","HOMOSER_METSYN_PWY_L_methioninebiosynthesisI","StatusTS",0.131159839962669,0.908738655329781,0.963150892584988
"60","HSERMETANA_PWY_L_methioninebiosynthesisIII","StatusTS",0.0800024812058137,0.824287536503895,0.963150892584988
"61","ILEUSYN_PWY_L_isoleucinebiosynthesisI_fromthreonine_","StatusTS",-0.036735899566756,-0.474487395328548,0.963150892584988
"62","KETOGLUCONMET_PWY_ketogluconatemetabolism","StatusTS",0.273923657867359,0.749712314748828,0.963150892584988
"63","LACTOSECAT_PWY_lactoseandgalactosedegradationI","StatusTS",0.0903725584083864,0.402277460430968,0.963150892584988
"64","MET_SAM_PWY_superpathwayofS_adenosyl_L_methioninebiosynthesis","StatusTS",0.104650206569454,0.824926186643323,0.963150892584988
"65","METH_ACETATE_PWY_methanogenesisfromacetate","StatusTS",0.253871208174767,0.969535393517728,0.963150892584988
"66","METHGLYUT_PWY_superpathwayofmethylglyoxaldegradation","StatusTS",-0.0596807330598256,-0.155218059022507,0.975994000658505
"67","METSYN_PWY_L_homoserineandL_methioninebiosynthesis","StatusTS",0.109710199333517,0.843939333727718,0.963150892584988
"68","NAD_BIOSYNTHESIS_II_NADsalvagepathwayII","StatusTS",0.0918960700804956,0.170484951914535,0.975994000658505
"69","NAGLIPASYN_PWY_lipidIVAbiosynthesis","StatusTS",-0.525038390864858,-1.41362026569032,0.963150892584988
"70","NONMEVIPP_PWY_methylerythritolphosphatepathwayI","StatusTS",-0.447069374453834,-0.989796590987264,0.963150892584988
"71","NONOXIPENT_PWY_pentosephosphatepathway_non_oxidativebranch_","StatusTS",0.124340003942287,1.04035373183586,0.963150892584988
"72","OANTIGEN_PWY_O_antigenbuildingblocksbiosynthesis_E_coli_","StatusTS",-0.104277491322793,-1.03840455659431,0.963150892584988
"73","P105_PWY_TCAcycleIV_2_oxoglutaratedecarboxylase_","StatusTS",-0.360931321154355,-0.978147863484249,0.963150892584988
"74","P108_PWY_pyruvatefermentationtopropanoateI","StatusTS",-0.00010512384867406,-0.000265498105604117,0.999788163163105
"75","P122_PWY_heterolacticfermentation","StatusTS",0.356566465346933,0.986511247100347,0.963150892584988
"76","P124_PWY_Bifidobacteriumshunt","StatusTS",-0.341486948357067,-1.03744710387257,0.963150892584988
"77","P125_PWY_superpathwayof_R_R__butanediolbiosynthesis","StatusTS",0.149489903435187,0.477751598458535,0.963150892584988
"78","P161_PWY_acetylenedegradation","StatusTS",-0.207249421184327,-0.474804841229645,0.963150892584988
"79","P164_PWY_purinenucleobasesdegradationI_anaerobic_","StatusTS",0.428035847338847,2.09753405161149,0.963150892584988
"80","P185_PWY_formaldehydeassimilationIII_dihydroxyacetonecycle_","StatusTS",0.209922505903636,0.944361666667912,0.963150892584988
"81","P23_PWY_reductiveTCAcycleI","StatusTS",0.10178742706578,0.398644625403726,0.963150892584988
"82","P4_PWY_superpathwayofL_lysine_L_threonineandL_methioninebiosynthesisI","StatusTS",-0.296393522257741,-1.44101809816095,0.963150892584988
"83","P42_PWY_incompletereductiveTCAcycle","StatusTS",-0.5133578678184,-1.20007403020226,0.963150892584988
"84","P441_PWY_superpathwayofN_acetylneuraminatedegradation","StatusTS",-0.0597666744816972,-0.272434505404811,0.969508334177327
"85","P461_PWY_hexitolfermentationtolactate_formate_ethanolandacetate","StatusTS",0.247341738008402,1.12800854769826,0.963150892584988
"86","PANTO_PWY_phosphopantothenatebiosynthesisI","StatusTS",0.0463087612395935,0.489315284648848,0.963150892584988
"87","PANTOSYN_PWY_pantothenateandcoenzymeAbiosynthesisI","StatusTS",0.039509296139934,0.448727888436192,0.963150892584988
"88","PENTOSE_P_PWY_pentosephosphatepathway","StatusTS",-0.335882969219002,-1.97874942305137,0.963150892584988
"89","PEPTIDOGLYCANSYN_PWY_peptidoglycanbiosynthesisI_meso_diaminopimelatecontaining_","StatusTS",0.0117242756493855,0.135173090667851,0.975994000658505
"90","PHOSLIPSYN_PWY_superpathwayofphospholipidbiosynthesisI_bacteria_","StatusTS",0.0434694557822797,0.234567587473504,0.974679389568802
"91","POLYAMINSYN3_PWY_superpathwayofpolyaminebiosynthesisII","StatusTS",-0.149038391337138,-0.33048360253259,0.963150892584988
"92","POLYAMSYN_PWY_superpathwayofpolyaminebiosynthesisI","StatusTS",-0.191559855421879,-0.480719016236794,0.963150892584988
"93","POLYISOPRENSYN_PWY_polyisoprenoidbiosynthesis_E_coli_","StatusTS",0.00522012480924905,0.0156315626165297,0.993495263951459
"94","PPGPPMET_PWY_ppGppbiosynthesis","StatusTS",0.53046330532619,1.83096563380678,0.963150892584988
"95","PRPP_PWY_superpathwayofhistidine_purine_andpyrimidinebiosynthesis","StatusTS",-0.448785936337364,-1.86902651504594,0.963150892584988
"96","PWY_1042_glycolysisIV_plantcytosol_","StatusTS",0.059284364429253,0.631661692930383,0.963150892584988
"97","PWY_1269_CMP_3_deoxy_D_manno_octulosonatebiosynthesisI","StatusTS",-0.133714838459631,-0.541658719458404,0.963150892584988
"98","PWY_1861_formaldehydeassimilationII_RuMPCycle_","StatusTS",0.33378352512588,1.16330185999886,0.963150892584988
"99","PWY_241_C4photosyntheticcarbonassimilationcycle_NADP_MEtype","StatusTS",-0.218527109943065,-0.977407914282992,0.963150892584988
"100","PWY_2723_trehalosedegradationV","StatusTS",-0.0183571968524229,-0.0428465381333073,0.97756640536814
"101","PWY_2941_L_lysinebiosynthesisII","StatusTS",0.0992589407832953,0.405047485576455,0.963150892584988
"102","PWY_2942_L_lysinebiosynthesisIII","StatusTS",0.0321467574273371,0.379573520101671,0.963150892584988
"103","PWY_3001_superpathwayofL_isoleucinebiosynthesisI","StatusTS",-0.0328880750073595,-0.371665599914439,0.963150892584988
"104","PWY_3781_aerobicrespirationI_cytochromec_","StatusTS",0.0681288781337597,0.140514500524863,0.975994000658505
"105","PWY_3841_folatetransformationsII","StatusTS",0.022444581500211,0.248621653027174,0.973151277780016
"106","PWY_4041__gamma__glutamylcycle","StatusTS",-0.153476592096844,-1.1630064596351,0.963150892584988
"107","PWY_4242_pantothenateandcoenzymeAbiosynthesisIII","StatusTS",0.0289666496140539,0.316048383202164,0.966244929934082
"108","PWY_4702_phytatedegradationI","StatusTS",-0.0285406545482357,-0.115014387850957,0.975994000658505
"109","PWY_4722_creatininedegradationII","StatusTS",0.211738014908111,0.904622189749563,0.963150892584988
"110","PWY_4981_L_prolinebiosynthesisII_fromarginine_","StatusTS",-0.238243530323189,-1.30250640928019,0.963150892584988
"111","PWY_4984_ureacycle","StatusTS",-0.2062784208078,-0.563664791364118,0.963150892584988
"112","PWY_5005_biotinbiosynthesisII","StatusTS",0.061674275977814,0.18660561219111,0.974934589102506
"113","PWY_5022_4_aminobutanoatedegradationV","StatusTS",-0.257636925969344,-0.618597502314854,0.963150892584988
"114","PWY_5030_L_histidinedegradationIII","StatusTS",-0.11431685850142,-0.379837365255584,0.963150892584988
"115","PWY_5083_NAD_NADHphosphorylationanddephosphorylation","StatusTS",-0.12872711592849,-0.253811565756943,0.971826638269698
"116","PWY_5097_L_lysinebiosynthesisVI","StatusTS",0.0395353174811731,0.442660509048538,0.963150892584988
"117","PWY_5100_pyruvatefermentationtoacetateandlactateII","StatusTS",0.0480627965480449,0.442090527580207,0.963150892584988
"118","PWY_5101_L_isoleucinebiosynthesisII","StatusTS",-0.0403171683613807,-0.0821309741993384,0.975994000658505
"119","PWY_5103_L_isoleucinebiosynthesisIII","StatusTS",-0.0262754290199642,-0.279867434749134,0.969508334177327
"120","PWY_5104_L_isoleucinebiosynthesisIV","StatusTS",0.307102779750979,1.88981385878492,0.963150892584988
"121","PWY_5121_superpathwayofgeranylgeranyldiphosphatebiosynthesisII_viaMEP_","StatusTS",-0.292064494642743,-0.810975052453434,0.963150892584988
"122","PWY_5136_fattyacid_beta__oxidationII_peroxisome_","StatusTS",0.262792719066435,0.56737419506928,0.963150892584988
"123","PWY_5138_unsaturated_evennumberedfattyacid_beta__oxidation","StatusTS",0.444460007611854,0.97366289934728,0.963150892584988
"124","PWY_5154_L_argininebiosynthesisIII_viaN_acetyl_L_citrulline_","StatusTS",-0.0605579085475319,-0.489315505177814,0.963150892584988
"125","PWY_5173_superpathwayofacetyl_CoAbiosynthesis","StatusTS",-0.14850315111692,-0.409726610109656,0.963150892584988
"126","PWY_5177_glutaryl_CoAdegradation","StatusTS",-0.00618550868924718,-0.0484728066802633,0.975994000658505
"127","PWY_5188_tetrapyrrolebiosynthesisI_fromglutamate_","StatusTS",0.0516979549540586,0.42595420208886,0.963150892584988
"128","PWY_5189_tetrapyrrolebiosynthesisII_fromglycine_","StatusTS",-0.338628875024888,-0.808056183074525,0.963150892584988
"129","PWY_5265_peptidoglycanbiosynthesisII_staphylococci_","StatusTS",0.341805409000851,0.910175867145029,0.963150892584988
"130","PWY_5304_superpathwayofsulfuroxidation_Acidianusambivalens_","StatusTS",-0.00997217406549747,-0.0521568940391418,0.975994000658505
"131","PWY_5345_superpathwayofL_methioninebiosynthesis_bysulfhydrylation_","StatusTS",0.197857751764983,0.366702541944571,0.963150892584988
"132","PWY_5347_superpathwayofL_methioninebiosynthesis_transsulfuration_","StatusTS",0.107829818891674,0.88600723883049,0.963150892584988
"133","PWY_5367_petroselinatebiosynthesis","StatusTS",0.371130049547363,0.895866375662256,0.963150892584988
"134","PWY_5384_sucrosedegradationIV_sucrosephosphorylase_","StatusTS",-0.1680429228224,-0.80689514986074,0.963150892584988
"135","PWY_5464_superpathwayofcytosolicglycolysis_plants__pyruvatedehydrogenaseandTCAcycle","StatusTS",-0.433607600735103,-1.04196735415782,0.963150892584988
"136","PWY_5484_glycolysisII_fromfructose6_phosphate_","StatusTS",-0.171130749392401,-1.4289432016336,0.963150892584988
"137","PWY_5505_L_glutamateandL_glutaminebiosynthesis","StatusTS",-0.233798571249243,-0.890055851042205,0.963150892584988
"138","PWY_561_superpathwayofglyoxylatecycleandfattyaciddegradation","StatusTS",-0.218258132106981,-0.680790543536189,0.963150892584988
"139","PWY_5659_GDP_mannosebiosynthesis","StatusTS",-0.0218366547536993,-0.196038208999416,0.974679389568802
"140","PWY_5667_CDP_diacylglycerolbiosynthesisI","StatusTS",0.108899538604745,1.11766391301315,0.963150892584988
"141","PWY_5675_nitratereductionV_assimilatory_","StatusTS",0.202908513954029,0.708305240209852,0.963150892584988
"142","PWY_5676_acetyl_CoAfermentationtobutanoateII","StatusTS",0.220388929597004,1.42464648795803,0.963150892584988
"143","PWY_5677_succinatefermentationtobutanoate","StatusTS",0.641898379920098,2.30958930294596,0.963150892584988
"144","PWY_5686_UMPbiosynthesis","StatusTS",0.0113965840500103,0.133281154569968,0.975994000658505
"145","PWY_5690_TCAcycleII_plantsandfungi_","StatusTS",-0.20860245267601,-1.33207383422323,0.963150892584988
"146","PWY_5695_uratebiosynthesis_inosine5__phosphatedegradation","StatusTS",0.0465650510790043,0.552547808143185,0.963150892584988
"147","PWY_5723_Rubiscoshunt","StatusTS",-0.210736626381931,-0.434795941472057,0.963150892584988
"148","PWY_5747_2_methylcitratecycleII","StatusTS",-0.428060120602316,-1.51612135889627,0.963150892584988
"149","PWY_5791_1_4_dihydroxy_2_naphthoatebiosynthesisII_plants_","StatusTS",-0.157183691341099,-0.455868192910371,0.963150892584988
"150","PWY_5837_1_4_dihydroxy_2_naphthoatebiosynthesisI","StatusTS",-0.157183691341099,-0.455868192910371,0.963150892584988
"151","PWY_5838_superpathwayofmenaquinol_8biosynthesisI","StatusTS",-0.10018791854148,-0.217058844772292,0.974679389568802
"152","PWY_5840_superpathwayofmenaquinol_7biosynthesis","StatusTS",-0.188425564881636,-0.490430598621676,0.963150892584988
"153","PWY_5845_superpathwayofmenaquinol_9biosynthesis","StatusTS",-0.0201146184201729,-0.0513248749760506,0.975994000658505
"154","PWY_5861_superpathwayofdemethylmenaquinol_8biosynthesis","StatusTS",-0.0828087093916529,-0.195931165043215,0.974679389568802
"155","PWY_5862_superpathwayofdemethylmenaquinol_9biosynthesis","StatusTS",-0.0234844689397011,-0.0657336677417426,0.975994000658505
"156","PWY_5863_superpathwayofphylloquinolbiosynthesis","StatusTS",-0.1618511214875,-0.45684766758446,0.963150892584988
"157","PWY_5897_superpathwayofmenaquinol_11biosynthesis","StatusTS",-0.230339398734124,-0.507277582980681,0.963150892584988
"158","PWY_5898_superpathwayofmenaquinol_12biosynthesis","StatusTS",-0.230339398734124,-0.507277582980681,0.963150892584988
"159","PWY_5899_superpathwayofmenaquinol_13biosynthesis","StatusTS",-0.230339398734124,-0.507277582980681,0.963150892584988
"160","PWY_5913_TCAcycleVI_obligateautotrophs_","StatusTS",-0.265575356968702,-1.1166930398908,0.963150892584988
"161","PWY_5918_superpathayofhemebiosynthesisfromglutamate","StatusTS",-0.167924374857629,-0.409506432336601,0.963150892584988
"162","PWY_5920_superpathwayofhemebiosynthesisfromglycine","StatusTS",-0.264870363850381,-0.887994546220471,0.963150892584988
"163","PWY_5941_glycogendegradationII_eukaryotic_","StatusTS",0.110251751924541,0.190624378908116,0.974679389568802
"164","PWY_5971_palmitatebiosynthesisII_bacteriaandplants_","StatusTS",-0.073734014950823,-0.163212441371681,0.975994000658505
"165","PWY_5973_cis_vaccenatebiosynthesis","StatusTS",-0.0666446676263311,-0.508405577781247,0.963150892584988
"166","PWY_5989_stearatebiosynthesisII_bacteriaandplants_","StatusTS",0.143261386894277,0.72755411396658,0.963150892584988
"167","PWY_5994_palmitatebiosynthesisI_animalsandfungi_","StatusTS",0.456946821498768,0.946304770575519,0.963150892584988
"168","PWY_6113_superpathwayofmycolatebiosynthesis","StatusTS",-0.0387855847763798,-0.0874170515154218,0.975994000658505
"169","PWY_6121_5_aminoimidazoleribonucleotidebiosynthesisI","StatusTS",0.0409519329256196,0.454139948272726,0.963150892584988
"170","PWY_6122_5_aminoimidazoleribonucleotidebiosynthesisII","StatusTS",0.0410735758448769,0.455150616352636,0.963150892584988
"171","PWY_6123_inosine_5__phosphatebiosynthesisI","StatusTS",0.0336227970212871,0.369803250478654,0.963150892584988
"172","PWY_6124_inosine_5__phosphatebiosynthesisII","StatusTS",0.0301493613840613,0.330411960762214,0.963150892584988
"173","PWY_6125_superpathwayofguanosinenucleotidesdenovobiosynthesisII","StatusTS",-0.163433914236341,-1.2390660342402,0.963150892584988
"174","PWY_6126_superpathwayofadenosinenucleotidesdenovobiosynthesisII","StatusTS",-0.00907283195231967,-0.123537912867736,0.975994000658505
"175","PWY_6143_CMP_pseudaminatebiosynthesis","StatusTS",-0.219874474847407,-0.564526424632299,0.963150892584988
"176","PWY_6147_6_hydroxymethyl_dihydropterindiphosphatebiosynthesisI","StatusTS",-0.0793233290385383,-0.374199845644216,0.963150892584988
"177","PWY_6151_S_adenosyl_L_methioninecycleI","StatusTS",-0.0146086339670187,-0.149624635502271,0.975994000658505
"178","PWY_6163_chorismatebiosynthesisfrom3_dehydroquinate","StatusTS",0.0263870524635223,0.327443234315931,0.963150892584988
"179","PWY_6168_flavinbiosynthesisIII_fungi_","StatusTS",0.0362931354754384,0.363595499553657,0.963150892584988
"180","PWY_621_sucrosedegradationIII_sucroseinvertase_","StatusTS",-0.0245106343852526,-0.191398818514159,0.974679389568802
"181","PWY_622_starchbiosynthesis","StatusTS",-0.411288850649829,-0.83317543706738,0.963150892584988
"182","PWY_6263_superpathwayofmenaquinol_8biosynthesisII","StatusTS",0.517835157795325,1.10662624547338,0.963150892584988
"183","PWY_6270_isoprenebiosynthesisI","StatusTS",-0.477635565702514,-1.14012433791911,0.963150892584988
"184","PWY_6277_superpathwayof5_aminoimidazoleribonucleotidebiosynthesis","StatusTS",0.0410735758448769,0.455150616352636,0.963150892584988
"185","PWY_6282_palmitoleatebiosynthesisI_from_5Z__dodec_5_enoate_","StatusTS",-0.144183110615635,-0.576462947270585,0.963150892584988
"186","PWY_6284_superpathwayofunsaturatedfattyacidsbiosynthesis_E_coli_","StatusTS",0.0239884690214097,0.0586814163182054,0.975994000658505
"187","PWY_6285_superpathwayoffattyacidsbiosynthesis_E_coli_","StatusTS",0.339702640306412,0.966405067533488,0.963150892584988
"188","PWY_6305_putrescinebiosynthesisIV","StatusTS",0.0582431295415596,0.533228564565728,0.963150892584988
"189","PWY_6317_galactosedegradationI_Leloirpathway_","StatusTS",0.116017421784225,1.12003478888991,0.963150892584988
"190","PWY_6318_L_phenylalaninedegradationIV_mammalian_viasidechain_","StatusTS",0.561685058071374,1.96687922890409,0.963150892584988
"191","PWY_6353_purinenucleotidesdegradationII_aerobic_","StatusTS",0.314158885356605,2.42455874076066,0.865150554692874
"192","PWY_6385_peptidoglycanbiosynthesisIII_mycobacteria_","StatusTS",0.017958899008609,0.209454751471948,0.974679389568802
"193","PWY_6386_UDP_N_acetylmuramoyl_pentapeptidebiosynthesisII_lysine_containing_","StatusTS",0.00610290736179599,0.0699158143596144,0.975994000658505
"194","PWY_6387_UDP_N_acetylmuramoyl_pentapeptidebiosynthesisI_meso_diaminopimelatecontaining_","StatusTS",0.00815488174495648,0.0938209217420993,0.975994000658505
"195","PWY_6435_4_hydroxybenzoatebiosynthesisV","StatusTS",-0.18755927894976,-0.465596795358082,0.963150892584988
"196","PWY_6470_peptidoglycanbiosynthesisV__beta__lactamresistance_","StatusTS",0.261166172674207,0.883031993999197,0.963150892584988
"197","PWY_6471_peptidoglycanbiosynthesisIV_Enterococcusfaecium_","StatusTS",0.141655510615044,0.429989638467661,0.963150892584988
"198","PWY_6478_GDP_D_glycero__alpha__D_manno_heptosebiosynthesis","StatusTS",-0.0998959972969748,-0.329832435456552,0.963150892584988
"199","PWY_6507_4_deoxy_L_threo_hex_4_enopyranuronatedegradation","StatusTS",-0.0644493318349334,-0.30253654300158,0.966244929934082
"200","PWY_6519_8_amino_7_oxononanoatebiosynthesisI","StatusTS",-0.151376414222958,-0.599942557939901,0.963150892584988
"201","PWY_6527_stachyosedegradation","StatusTS",0.14800698115957,1.31342676915757,0.963150892584988
"202","PWY_6531_mannitolcycle","StatusTS",-0.629128764254117,-1.40633755738335,0.963150892584988
"203","PWY_6545_pyrimidinedeoxyribonucleotidesdenovobiosynthesisIII","StatusTS",-0.180315013528466,-1.39469093397539,0.963150892584988
"204","PWY_6549_L_glutaminebiosynthesisIII","StatusTS",-0.168922819599789,-0.95153475968831,0.963150892584988
"205","PWY_6562_norspermidinebiosynthesis","StatusTS",-0.292958873084375,-0.899910232647711,0.963150892584988
"206","PWY_6572_chondroitinsulfatedegradationI_bacterial_","StatusTS",0.414269633419117,1.17690132271731,0.963150892584988
"207","PWY_6588_pyruvatefermentationtoacetone","StatusTS",0.10809838392871,0.280724972924163,0.969508334177327
"208","PWY_6590_superpathwayofClostridiumacetobutylicumacidogenicfermentation","StatusTS",0.0892769100879465,0.380941650077168,0.963150892584988
"209","PWY_6595_superpathwayofguanosinenucleotidesdegradation_plants_","StatusTS",0.166047010517044,0.381907235872927,0.963150892584988
"210","PWY_6606_guanosinenucleotidesdegradationII","StatusTS",0.324883496619737,2.42724792893703,0.865150554692874
"211","PWY_6608_guanosinenucleotidesdegradationIII","StatusTS",0.313595344803303,2.08094739666007,0.963150892584988
"212","PWY_6609_adenineandadenosinesalvageIII","StatusTS",0.11530195421466,1.06267203116173,0.963150892584988
"213","PWY_6612_superpathwayoftetrahydrofolatebiosynthesis","StatusTS",0.133173668457732,0.303950403227583,0.966244929934082
"214","PWY_6628_superpathwayofL_phenylalaninebiosynthesis","StatusTS",-0.0384245844150512,-0.0721050021355261,0.975994000658505
"215","PWY_6629_superpathwayofL_tryptophanbiosynthesis","StatusTS",-0.156633008483312,-0.340045028422688,0.963150892584988
"216","PWY_6630_superpathwayofL_tyrosinebiosynthesis","StatusTS",-0.153065689200148,-0.347661019705507,0.963150892584988
